Team,Side,Champion,GameResult,Pick/Ban,Day,TeamVS,Role,Blind?
RNG,Blue,Morgana,Win,Pick,Rumble Day 5,DK,Jungle,C
RNG,Blue,Tristana,Win,Pick,Rumble Day 5,DK,Adc,C
RNG,Blue,Gnar,Win,Pick,Rumble Day 5,DK,Top,C
RNG,Blue,Rell,Win,Pick,Rumble Day 5,DK,Support,C
DK,Red,Thresh,DK,Ban,Rumble Day 5,RNG,Ban,Ban
DK,Red,Varus,DK,Ban,Rumble Day 5,RNG,Ban,Ban
DK,Red,Lee Sin,DK,Ban,Rumble Day 5,RNG,Ban,Ban
DK,Red,Leona,DK,Ban,Rumble Day 5,RNG,Ban,Ban
DK,Red,Twisted Fate,DK,Ban,Rumble Day 5,RNG,Ban,Ban
DK,Red,Kaisa,DK,Pick,Rumble Day 5,RNG,Adc,B
DK,Red,Udyr,DK,Pick,Rumble Day 5,RNG,Jungle,B
DK,Red,Nautilus,DK,Pick,Rumble Day 5,RNG,Support,B
DK,Red,Sion,DK,Pick,Rumble Day 5,RNG,Top,B
DK,Red,Viktor,DK,Pick,Rumble Day 5,RNG,Mid,C
PGG,Blue,Lucian,Win,Ban,Rumble Day 4,C9,Ban,Ban
PGG,Blue,Lee Sin,Win,Ban,Rumble Day 4,C9,Ban,Ban
PGG,Blue,Varus,Win,Ban,Rumble Day 4,C9,Ban,Ban
PGG,Blue,Udyr,Win,Pick,Rumble Day 4,C9,Jungle,B
PGG,Blue,Senna,Win,Pick,Rumble Day 4,C9,Adc,C
PGG,Blue,Tahm Kench,Win,Pick,Rumble Day 4,C9,Support,C
PGG,Blue,Jayce,Win,Ban,Rumble Day 4,C9,Ban,Ban
PGG,Blue,Yone,Win,Ban,Rumble Day 4,C9,Ban,Ban
PGG,Blue,Sett,Win,Pick,Rumble Day 4,C9,Top,C
PGG,Blue,Viktor,Win,Pick,Rumble Day 4,C9,Mid,B
C9,Red,Gnar,Loss,Ban,Rumble Day 4,PGG,Ban,Ban
C9,Red,Thresh,Loss,Ban,Rumble Day 4,PGG,Ban,Ban
C9,Red,Renekton,Loss,Ban,Rumble Day 4,PGG,Ban,Ban
C9,Red,Kaisa,Loss,Pick,Rumble Day 4,PGG,Adc,B
C9,Red,Nautilus,Loss,Pick,Rumble Day 4,PGG,Support,B
C9,Red,Lillia,Loss,Pick,Rumble Day 4,PGG,Jungle,C
C9,Red,Urgot,Loss,Ban,Rumble Day 4,PGG,Ban,Ban
C9,Red,Syndra,Loss,Ban,Rumble Day 4,PGG,Ban,Ban
C9,Red,Sion,Loss,Pick,Rumble Day 4,PGG,Top,B
C9,Red,Tristana,Loss,Pick,Rumble Day 4,PGG,Mid,C
DK,Blue,Thresh,Win,Ban,Rumble Day 4,PSG,Ban,Ban
DK,Blue,Varus,Win,Ban,Rumble Day 4,PSG,Ban,Ban
DK,Blue,Udyr,Win,Ban,Rumble Day 4,PSG,Ban,Ban
DK,Blue,Kaisa,Win,Pick,Rumble Day 4,PSG,Adc,B
DK,Blue,Rumble,Win,Pick,Rumble Day 4,PSG,Jungle,C
DK,Blue,Nautilus,Win,Pick,Rumble Day 4,PSG,Support,B
DK,Blue,Leona,Win,Ban,Rumble Day 4,PSG,Ban,Ban
DK,Blue,Twisted Fate,Win,Ban,Rumble Day 4,PSG,Ban,Ban
DK,Blue,Zoe,Win,Pick,Rumble Day 4,PSG,Mid,B
DK,Blue,Gnar,Win,Pick,Rumble Day 4,PSG,Top,C
PSG,Red,Senna,Loss,Ban,Rumble Day 4,DK,Ban,Ban
PSG,Red,Lucian,Loss,Ban,Rumble Day 4,DK,Ban,Ban
PSG,Red,Renekton,Loss,Ban,Rumble Day 4,DK,Ban,Ban
PSG,Red,Lee Sin,Loss,Pick,Rumble Day 4,DK,Top,B
PSG,Red,Morgana,Loss,Pick,Rumble Day 4,DK,Jungle,C
PSG,Red,Xayah,Loss,Pick,Rumble Day 4,DK,Adc,C
PSG,Red,Sett,Loss,Ban,Rumble Day 4,DK,Ban,Ban
PSG,Red,Jayce,Loss,Ban,Rumble Day 4,DK,Ban,Ban
PSG,Red,Rakan,Loss,Pick,Rumble Day 4,DK,Support,B
PSG,Red,Sylas,Loss,Pick,Rumble Day 4,DK,Mid,C
PGG,Blue,Lucian,Loss,Ban,Rumble Day 4,MAD,Ban,Ban
PGG,Blue,Morgana,Loss,Ban,Rumble Day 4,MAD,Ban,Ban
PGG,Blue,Varus,Loss,Ban,Rumble Day 4,MAD,Ban,Ban
PGG,Blue,Rumble,Loss,Pick,Rumble Day 4,MAD,Jungle,B
PGG,Blue,Thresh,Loss,Pick,Rumble Day 4,MAD,Support,B
PGG,Blue,Aphelios,Loss,Pick,Rumble Day 4,MAD,Adc,C
PGG,Blue,Gnar,Loss,Ban,Rumble Day 4,MAD,Ban,Ban
PGG,Blue,Orianna,Loss,Ban,Rumble Day 4,MAD,Ban,Ban
PGG,Blue,Qiyana,Loss,Pick,Rumble Day 4,MAD,Mid,B
PGG,Blue,Sion,Loss,Pick,Rumble Day 4,MAD,Top,C
MAD,Red,Renekton,Win,Ban,Rumble Day 4,PGG,Ban,Ban
MAD,Red,Lee Sin,Win,Ban,Rumble Day 4,PGG,Ban,Ban
MAD,Red,Udyr,Win,Ban,Rumble Day 4,PGG,Ban,Ban
MAD,Red,Volibear,Win,Pick,Rumble Day 4,PGG,Jungle,C
MAD,Red,Kaisa,Win,Pick,Rumble Day 4,PGG,Adc,B
MAD,Red,Leona,Win,Pick,Rumble Day 4,PGG,Support,C
MAD,Red,Urgot,Win,Ban,Rumble Day 4,PGG,Ban,Ban
MAD,Red,Kassadin,Win,Ban,Rumble Day 4,PGG,Ban,Ban
MAD,Red,Jayce,Win,Pick,Rumble Day 4,PGG,Top,B
MAD,Red,Lissandra,Win,Pick,Rumble Day 4,PGG,Mid,C
C9,Blue,Lucian,Win,Ban,Rumble Day 4,RNG,Ban,Ban
C9,Blue,Varus,Win,Ban,Rumble Day 4,RNG,Ban,Ban
C9,Blue,Thresh,Win,Ban,Rumble Day 4,RNG,Ban,Ban
C9,Blue,Lee Sin,Win,Pick,Rumble Day 4,RNG,Top,B
C9,Blue,Kaisa,Win,Pick,Rumble Day 4,RNG,Adc,B
C9,Blue,Leona,Win,Pick,Rumble Day 4,RNG,Support,C
C9,Blue,Gnar,Win,Ban,Rumble Day 4,RNG,Ban,Ban
C9,Blue,Orianna,Win,Ban,Rumble Day 4,RNG,Ban,Ban
C9,Blue,Zoe,Win,Pick,Rumble Day 4,RNG,Mid,B
C9,Blue,Volibear,Win,Pick,Rumble Day 4,RNG,Jungle,C
RNG,Red,Udyr,Loss,Ban,Rumble Day 4,C9,Ban,Ban
RNG,Red,Morgana,Loss,Ban,Rumble Day 4,C9,Ban,Ban
RNG,Red,Renekton,Loss,Ban,Rumble Day 4,C9,Ban,Ban
RNG,Red,Rumble,Loss,Pick,Rumble Day 4,C9,Jungle,B
RNG,Red,Nautilus,Loss,Pick,Rumble Day 4,C9,Support,B
RNG,Red,Xayah,Loss,Pick,Rumble Day 4,C9,Adc,C
RNG,Red,Nidalee,Loss,Ban,Rumble Day 4,C9,Ban,Ban
RNG,Red,Udyr,Loss,Ban,Rumble Day 4,C9,Ban,Ban
RNG,Red,Jayce,Loss,Pick,Rumble Day 4,C9,Top,C
RNG,Red,Twisted Fate,Loss,Pick,Rumble Day 4,C9,Mid,C
MAD,Blue,Renekton,Loss,Ban,Rumble Day 4,DK,Ban,Ban
MAD,Blue,Nocturne,Loss,Ban,Rumble Day 4,DK,Ban,Ban
MAD,Blue,Tahm Kench,Loss,Ban,Rumble Day 4,DK,Ban,Ban
MAD,Blue,Lee Sin,Loss,Pick,Rumble Day 4,DK,Top,B
MAD,Blue,Xayah,Loss,Pick,Rumble Day 4,DK,Adc,C
MAD,Blue,Rumble,Loss,Pick,Rumble Day 4,DK,Jungle,C
MAD,Blue,Gnar,Loss,Ban,Rumble Day 4,DK,Ban,Ban
MAD,Blue,Sett,Loss,Ban,Rumble Day 4,DK,Ban,Ban
MAD,Blue,Viktor,Loss,Pick,Rumble Day 4,DK,Mid,B
MAD,Blue,Rakan,Loss,Pick,Rumble Day 4,DK,Support,C
DK,Red,Thresh,Win,Ban,Rumble Day 4,MAD,Ban,Ban
DK,Red,Varus,Win,Ban,Rumble Day 4,MAD,Ban,Ban
DK,Red,Lucian,Win,Ban,Rumble Day 4,MAD,Ban,Ban
DK,Red,Kaisa,Win,Pick,Rumble Day 4,MAD,Adc,B
DK,Red,Udyr,Win,Pick,Rumble Day 4,MAD,Jungle,B
DK,Red,Nautilus,Win,Pick,Rumble Day 4,MAD,Support,B
DK,Red,Leona,Win,Ban,Rumble Day 4,MAD,Ban,Ban
DK,Red,Orianna,Win,Ban,Rumble Day 4,MAD,Ban,Ban
DK,Red,Aatrox,Win,Pick,Rumble Day 4,MAD,Top,C
DK,Red,Zoe,Win,Pick,Rumble Day 4,MAD,Mid,C
PSG,Blue,Lucian,Loss,Ban,Rumble Day 4,RNG,Ban,Ban
PSG,Blue,Varus,Loss,Ban,Rumble Day 4,RNG,Ban,Ban
PSG,Blue,Thresh,Loss,Ban,Rumble Day 4,RNG,Ban,Ban
PSG,Blue,Rumble,Loss,Pick,Rumble Day 4,RNG,Jungle,B
PSG,Blue,Xayah,Loss,Pick,Rumble Day 4,RNG,Adc,C
PSG,Blue,Leona,Loss,Pick,Rumble Day 4,RNG,Support,C
PSG,Blue,Volibear,Loss,Ban,Rumble Day 4,RNG,Ban,Ban
PSG,Blue,Olaf,Loss,Ban,Rumble Day 4,RNG,Ban,Ban
PSG,Blue,Jayce,Loss,Pick,Rumble Day 4,RNG,Top,C
PSG,Blue,Zoe,Loss,Pick,Rumble Day 4,RNG,Mid,B
RNG,Red,Udyr,Win,Ban,Rumble Day 4,PSG,Ban,Ban
RNG,Red,Morgana,Win,Ban,Rumble Day 4,PSG,Ban,Ban
RNG,Red,Renekton,Win,Ban,Rumble Day 4,PSG,Ban,Ban
RNG,Red,Kaisa,Win,Pick,Rumble Day 4,PSG,Adc,B
RNG,Red,Nautilus,Win,Pick,Rumble Day 4,PSG,Support,B
RNG,Red,Lee Sin,Win,Pick,Rumble Day 4,PSG,Top,B
RNG,Red,Sett,Win,Ban,Rumble Day 4,PSG,Ban,Ban
RNG,Red,Nocturne,Win,Ban,Rumble Day 4,PSG,Ban,Ban
RNG,Red,Lillia,Win,Pick,Rumble Day 4,PSG,Jungle,C
RNG,Red,Twisted Fate,Win,Pick,Rumble Day 4,PSG,Mid,C
PSG,Blue,Senna,Win,Ban,Rumble Day 3,MAD,Ban,Ban
PSG,Blue,Lucian,Win,Ban,Rumble Day 3,MAD,Ban,Ban
PSG,Blue,Varus,Win,Ban,Rumble Day 3,MAD,Ban,Ban
PSG,Blue,Udyr,Win,Pick,Rumble Day 3,MAD,Jungle,B
PSG,Blue,Xayah,Win,Pick,Rumble Day 3,MAD,Adc,C
PSG,Blue,Leona,Win,Pick,Rumble Day 3,MAD,Support,C
PSG,Blue,Wukong,Win,Ban,Rumble Day 3,MAD,Ban,Ban
PSG,Blue,Jayce,Win,Ban,Rumble Day 3,MAD,Ban,Ban
PSG,Blue,Viktor,Win,Pick,Rumble Day 3,MAD,Mid,B
PSG,Blue,Gangplank,Win,Pick,Rumble Day 3,MAD,Top,C
MAD,Red,Renekton,Loss,Ban,Rumble Day 3,PSG,Ban,Ban
MAD,Red,Lee Sin,Loss,Ban,Rumble Day 3,PSG,Ban,Ban
MAD,Red,Thresh,Loss,Ban,Rumble Day 3,PSG,Ban,Ban
MAD,Red,Kaisa,Loss,Pick,Rumble Day 3,PSG,Adc,B
MAD,Red,Nautilus,Loss,Pick,Rumble Day 3,PSG,Support,B
MAD,Red,Rumble,Loss,Pick,Rumble Day 3,PSG,Jungle,C
MAD,Red,Sylas,Loss,Ban,Rumble Day 3,PSG,Ban,Ban
MAD,Red,Nocturne,Loss,Ban,Rumble Day 3,PSG,Ban,Ban
MAD,Red,Gnar,Loss,Pick,Rumble Day 3,PSG,Top,B
MAD,Red,Orianna,Loss,Pick,Rumble Day 3,PSG,Mid,C
C9,Blue,Gnar,Loss,Ban,Rumble Day 3,DK,Ban,Ban
C9,Blue,Varus,Loss,Ban,Rumble Day 3,DK,Ban,Ban
C9,Blue,Senna,Loss,Ban,Rumble Day 3,DK,Ban,Ban
C9,Blue,Renekton,Loss,Pick,Rumble Day 3,DK,Top,B
C9,Blue,Morgana,Loss,Pick,Rumble Day 3,DK,Jungle,C
C9,Blue,Tristana,Loss,Pick,Rumble Day 3,DK,Adc,C
C9,Blue,Jayce,Loss,Ban,Rumble Day 3,DK,Ban,Ban
C9,Blue,Syndra,Loss,Ban,Rumble Day 3,DK,Ban,Ban
C9,Blue,Alistar,Loss,Pick,Rumble Day 3,DK,Support,C
C9,Blue,Orianna,Loss,Pick,Rumble Day 3,DK,Mid,B
DK,Red,Thresh,Win,Ban,Rumble Day 3,C9,Ban,Ban
DK,Red,Tahm Kench,Win,Ban,Rumble Day 3,C9,Ban,Ban
DK,Red,Lee Sin,Win,Ban,Rumble Day 3,C9,Ban,Ban
DK,Red,Kaisa,Win,Pick,Rumble Day 3,C9,Adc,B
DK,Red,Udyr,Win,Pick,Rumble Day 3,C9,Jungle,B
DK,Red,Nautilus,Win,Pick,Rumble Day 3,C9,Support,B
DK,Red,Leona,Win,Ban,Rumble Day 3,C9,Ban,Ban
DK,Red,Lucian,Win,Ban,Rumble Day 3,C9,Ban,Ban
DK,Red,Gangplank,Win,Pick,Rumble Day 3,C9,Top,C
DK,Red,Viktor,Win,Pick,Rumble Day 3,C9,Mid,C
RNG,Blue,Morgana,Win,Ban,Rumble Day 3,PGG,Ban,Ban
RNG,Blue,Renekton,Win,Ban,Rumble Day 3,PGG,Ban,Ban
RNG,Blue,Thresh,Win,Ban,Rumble Day 3,PGG,Ban,Ban
RNG,Blue,Rumble,Win,Pick,Rumble Day 3,PGG,Jungle,B
RNG,Blue,Varus,Win,Pick,Rumble Day 3,PGG,Adc,B
RNG,Blue,Nautilus,Win,Pick,Rumble Day 3,PGG,Support,B
RNG,Blue,Qiyana,Win,Ban,Rumble Day 3,PGG,Ban,Ban
RNG,Blue,Kaisa,Win,Ban,Rumble Day 3,PGG,Ban,Ban
RNG,Blue,Nocturne,Win,Pick,Rumble Day 3,PGG,Mid,B
RNG,Blue,Gragas,Win,Pick,Rumble Day 3,PGG,Top,C
PGG,Red,Lucian,Loss,Ban,Rumble Day 3,RNG,Ban,Ban
PGG,Red,Udyr,Loss,Ban,Rumble Day 3,RNG,Ban,Ban
PGG,Red,Lee Sin,Loss,Ban,Rumble Day 3,RNG,Ban,Ban
PGG,Red,Jayce,Loss,Pick,Rumble Day 3,RNG,Top,B
PGG,Red,Nidalee,Loss,Pick,Rumble Day 3,RNG,Jungle,C
PGG,Red,Leona,Loss,Pick,Rumble Day 3,RNG,Support,C
PGG,Red,Sylas,Loss,Ban,Rumble Day 3,RNG,Ban,Ban
PGG,Red,Irelia,Loss,Ban,Rumble Day 3,RNG,Ban,Ban
PGG,Red,Tristana,Loss,Pick,Rumble Day 3,RNG,Adc,C
PGG,Red,Akali,Loss,Pick,Rumble Day 3,RNG,Mid,C
DK,Blue,Thresh,Win,Ban,Rumble Day 3,MAD,Ban,Ban
DK,Blue,Varus,Win,Ban,Rumble Day 3,MAD,Ban,Ban
DK,Blue,Lucian,Win,Ban,Rumble Day 3,MAD,Ban,Ban
DK,Blue,Kaisa,Win,Pick,Rumble Day 3,MAD,Adc,B
DK,Blue,Morgana,Win,Pick,Rumble Day 3,MAD,Jungle,C
DK,Blue,Lee Sin,Win,Pick,Rumble Day 3,MAD,Top,B
DK,Blue,Gnar,Win,Ban,Rumble Day 3,MAD,Ban,Ban
DK,Blue,Orianna,Win,Ban,Rumble Day 3,MAD,Ban,Ban
DK,Blue,Zoe,Win,Pick,Rumble Day 3,MAD,Mid,C
DK,Blue,Sett,Win,Pick,Rumble Day 3,MAD,Support,C
MAD,Red,Senna,Loss,Ban,Rumble Day 3,DK,Ban,Ban
MAD,Red,Renekton,Loss,Ban,Rumble Day 3,DK,Ban,Ban
MAD,Red,Leona,Loss,Ban,Rumble Day 3,DK,Ban,Ban
MAD,Red,Nautilus,Loss,Pick,Rumble Day 3,DK,Support,B
MAD,Red,Udyr,Loss,Pick,Rumble Day 3,DK,Jungle,B
MAD,Red,Tristana,Loss,Pick,Rumble Day 3,DK,Adc,C
MAD,Red,Alistar,Loss,Ban,Rumble Day 3,DK,Ban,Ban
MAD,Red,Rell,Loss,Ban,Rumble Day 3,DK,Ban,Ban
MAD,Red,Viktor,Loss,Pick,Rumble Day 3,DK,Mid,B
MAD,Red,Shen,Loss,Pick,Rumble Day 3,DK,Top,C
RNG,Blue,Thresh,Loss,Ban,Rumble Day 3,PSG,Ban,Ban
RNG,Blue,Renekton,Loss,Ban,Rumble Day 3,PSG,Ban,Ban
RNG,Blue,Senna,Loss,Ban,Rumble Day 3,PSG,Ban,Ban
RNG,Blue,Kaisa,Loss,Pick,Rumble Day 3,PSG,Adc,B
RNG,Blue,Rumble,Loss,Pick,Rumble Day 3,PSG,Jungle,B
RNG,Blue,Leona,Loss,Pick,Rumble Day 3,PSG,Support,C
RNG,Blue,Akali,Loss,Ban,Rumble Day 3,PSG,Ban,Ban
RNG,Blue,Galio,Loss,Ban,Rumble Day 3,PSG,Ban,Ban
RNG,Blue,Gnar,Loss,Pick,Rumble Day 3,PSG,Top,C
RNG,Blue,Viktor,Loss,Pick,Rumble Day 3,PSG,Mid,B
PSG,Red,Lucian,Win,Ban,Rumble Day 3,RNG,Ban,Ban
PSG,Red,Udyr,Win,Ban,Rumble Day 3,RNG,Ban,Ban
PSG,Red,Varus,Win,Ban,Rumble Day 3,RNG,Ban,Ban
PSG,Red,Nautilus,Win,Pick,Rumble Day 3,RNG,Support,B
PSG,Red,Tristana,Win,Pick,Rumble Day 3,RNG,Adc,C
PSG,Red,Morgana,Win,Pick,Rumble Day 3,RNG,Jungle,C
PSG,Red,Sylas,Win,Ban,Rumble Day 3,RNG,Ban,Ban
PSG,Red,Nocturne,Win,Ban,Rumble Day 3,RNG,Ban,Ban
PSG,Red,Lee Sin,Win,Pick,Rumble Day 3,RNG,Top,B
PSG,Red,Zoe,Win,Pick,Rumble Day 3,RNG,Mid,C
C9,Blue,Gnar,Win,Ban,Rumble Day 3,PGG,Ban,Ban
C9,Blue,Varus,Win,Ban,Rumble Day 3,PGG,Ban,Ban
C9,Blue,Thresh,Win,Ban,Rumble Day 3,PGG,Ban,Ban
C9,Blue,Udyr,Win,Pick,Rumble Day 3,PGG,Jungle,B
C9,Blue,Senna,Win,Pick,Rumble Day 3,PGG,Adc,B
C9,Blue,Tahm Kench,Win,Pick,Rumble Day 3,PGG,Support,C
C9,Blue,Urgot,Win,Ban,Rumble Day 3,PGG,Ban,Ban
C9,Blue,Sion,Win,Ban,Rumble Day 3,PGG,Ban,Ban
C9,Blue,Jayce,Win,Pick,Rumble Day 3,PGG,Top,B
C9,Blue,Zoe,Win,Pick,Rumble Day 3,PGG,Mid,C
PGG,Red,Lucian,Loss,Ban,Rumble Day 3,C9,Ban,Ban
PGG,Red,Lee Sin,Loss,Ban,Rumble Day 3,C9,Ban,Ban
PGG,Red,Renekton,Loss,Ban,Rumble Day 3,C9,Ban,Ban
PGG,Red,Nautilus,Loss,Pick,Rumble Day 3,C9,Support,B
PGG,Red,Morgana,Loss,Pick,Rumble Day 3,C9,Jungle,C
PGG,Red,Samira,Loss,Pick,Rumble Day 3,C9,Adc,C
PGG,Red,Sylas,Loss,Ban,Rumble Day 3,C9,Ban,Ban
PGG,Red,Orianna,Loss,Ban,Rumble Day 3,C9,Ban,Ban
PGG,Red,Syndra,Loss,Pick,Rumble Day 3,C9,Mid,B
PGG,Red,Yorick,Loss,Pick,Rumble Day 3,C9,Top,C
MAD,Blue,Renekton,Win,Ban,Rumble Day 2,PSG,Ban,Ban
MAD,Blue,Thresh,Win,Ban,Rumble Day 2,PSG,Ban,Ban
MAD,Blue,Lee Sin,Win,Ban,Rumble Day 2,PSG,Ban,Ban
MAD,Blue,Rumble,Win,Pick,Rumble Day 2,PSG,Jungle,B
MAD,Blue,Tristana,Win,Pick,Rumble Day 2,PSG,Adc,C
MAD,Blue,Leona,Win,Pick,Rumble Day 2,PSG,Support,C
MAD,Blue,Nocturne,Win,Ban,Rumble Day 2,PSG,Ban,Ban
MAD,Blue,Akali,Win,Ban,Rumble Day 2,PSG,Ban,Ban
MAD,Blue,Jayce,Win,Pick,Rumble Day 2,PSG,Top,C
MAD,Blue,Viktor,Win,Pick,Rumble Day 2,PSG,Mid,B
PSG,Red,Senna,Loss,Ban,Rumble Day 2,MAD,Ban,Ban
PSG,Red,Lucian,Loss,Ban,Rumble Day 2,MAD,Ban,Ban
PSG,Red,Udyr,Loss,Ban,Rumble Day 2,MAD,Ban,Ban
PSG,Red,Kaisa,Loss,Pick,Rumble Day 2,MAD,Adc,B
PSG,Red,Nautilus,Loss,Pick,Rumble Day 2,MAD,Support,B
PSG,Red,Morgana,Loss,Pick,Rumble Day 2,MAD,Jungle,C
PSG,Red,Wukong,Loss,Ban,Rumble Day 2,MAD,Ban,Ban
PSG,Red,Sylas,Loss,Ban,Rumble Day 2,MAD,Ban,Ban
PSG,Red,Gnar,Loss,Pick,Rumble Day 2,MAD,Top,B
PSG,Red,Galio,Loss,Pick,Rumble Day 2,MAD,Mid,C
PGG,Blue,Lucian,Loss,Ban,Rumble Day 2,DK,Ban,Ban
PGG,Blue,Renekton,Loss,Ban,Rumble Day 2,DK,Ban,Ban
PGG,Blue,Sylas,Loss,Ban,Rumble Day 2,DK,Ban,Ban
PGG,Blue,Lee Sin,Loss,Pick,Rumble Day 2,DK,Mid,B
PGG,Blue,Rumble,Loss,Pick,Rumble Day 2,DK,Jungle,C
PGG,Blue,Gnar,Loss,Pick,Rumble Day 2,DK,Top,B
PGG,Blue,Leona,Loss,Ban,Rumble Day 2,DK,Ban,Ban
PGG,Blue,Nocturne,Loss,Ban,Rumble Day 2,DK,Ban,Ban
PGG,Blue,Xayah,Loss,Pick,Rumble Day 2,DK,Adc,C
PGG,Blue,Alistar,Loss,Pick,Rumble Day 2,DK,Support,C
DK,Red,Thresh,Win,Ban,Rumble Day 2,PGG,Ban,Ban
DK,Red,Varus,Win,Ban,Rumble Day 2,PGG,Ban,Ban
DK,Red,Morgana,Win,Ban,Rumble Day 2,PGG,Ban,Ban
DK,Red,Kaisa,Win,Pick,Rumble Day 2,PGG,Adc,B
DK,Red,Udyr,Win,Pick,Rumble Day 2,PGG,Jungle,B
DK,Red,Jayce,Win,Pick,Rumble Day 2,PGG,Top,C
DK,Red,Senna,Win,Ban,Rumble Day 2,PGG,Ban,Ban
DK,Red,Samira,Win,Ban,Rumble Day 2,PGG,Ban,Ban
DK,Red,Nautilus,Win,Pick,Rumble Day 2,PGG,Support,B
DK,Red,Zoe,Win,Pick,Rumble Day 2,PGG,Mid,C
C9,Blue,Gnar,Loss,Ban,Rumble Day 2,PSG,Ban,Ban
C9,Blue,Varus,Loss,Ban,Rumble Day 2,PSG,Ban,Ban
C9,Blue,Thresh,Loss,Ban,Rumble Day 2,PSG,Ban,Ban
C9,Blue,Udyr,Loss,Pick,Rumble Day 2,PSG,Jungle,B
C9,Blue,Viktor,Loss,Pick,Rumble Day 2,PSG,Mid,B
C9,Blue,Sett,Loss,Pick,Rumble Day 2,PSG,Top,C
C9,Blue,Nautilus,Loss,Ban,Rumble Day 2,PSG,Ban,Ban
C9,Blue,Blitzcrank,Loss,Ban,Rumble Day 2,PSG,Ban,Ban
C9,Blue,Kog Maw,Loss,Pick,Rumble Day 2,PSG,Adc,C
C9,Blue,Lulu,Loss,Pick,Rumble Day 2,PSG,Support,C
PSG,Red,Renekton,Win,Ban,Rumble Day 2,C9,Ban,Ban
PSG,Red,Tristana,Win,Ban,Rumble Day 2,C9,Ban,Ban
PSG,Red,Senna,Win,Ban,Rumble Day 2,C9,Ban,Ban
PSG,Red,Kaisa,Win,Pick,Rumble Day 2,C9,Adc,B
PSG,Red,Lee Sin,Win,Pick,Rumble Day 2,C9,Top,B
PSG,Red,Morgana,Win,Pick,Rumble Day 2,C9,Jungle,C
PSG,Red,Kalista,Win,Ban,Rumble Day 2,C9,Ban,Ban
PSG,Red,Alistar,Win,Ban,Rumble Day 2,C9,Ban,Ban
PSG,Red,Leona,Win,Pick,Rumble Day 2,C9,Support,B
PSG,Red,Akali,Win,Pick,Rumble Day 2,C9,Mid,C
MAD,Blue,Renekton,Loss,Ban,Rumble Day 2,RNG,Ban,Ban
MAD,Blue,Kaisa,Loss,Ban,Rumble Day 2,RNG,Ban,Ban
MAD,Blue,Udyr,Loss,Ban,Rumble Day 2,RNG,Ban,Ban
MAD,Blue,Morgana,Loss,Pick,Rumble Day 2,RNG,Jungle,B
MAD,Blue,Jinx,Loss,Pick,Rumble Day 2,RNG,Adc,B
MAD,Blue,Tahm Kench,Loss,Pick,Rumble Day 2,RNG,Support,C
MAD,Blue,Jayce,Loss,Ban,Rumble Day 2,RNG,Ban,Ban
MAD,Blue,Lee Sin,Loss,Ban,Rumble Day 2,RNG,Ban,Ban
MAD,Blue,Orianna,Loss,Pick,Rumble Day 2,RNG,Mid,B
MAD,Blue,Wukong,Loss,Pick,Rumble Day 2,RNG,Top,C
RNG,Red,Senna,Win,Ban,Rumble Day 2,MAD,Ban,Ban
RNG,Red,Varus,Win,Ban,Rumble Day 2,MAD,Ban,Ban
RNG,Red,Rumble,Win,Ban,Rumble Day 2,MAD,Ban,Ban
RNG,Red,Thresh,Win,Pick,Rumble Day 2,MAD,Support,B
RNG,Red,Olaf,Win,Pick,Rumble Day 2,MAD,Jungle,C
RNG,Red,Aphelios,Win,Pick,Rumble Day 2,MAD,Adc,C
RNG,Red,Lucian,Win,Ban,Rumble Day 2,MAD,Ban,Ban
RNG,Red,Viktor,Win,Ban,Rumble Day 2,MAD,Ban,Ban
RNG,Red,Gnar,Win,Pick,Rumble Day 2,MAD,Top,B
RNG,Red,Twisted Fate,Win,Pick,Rumble Day 2,MAD,Mid,C
DK,Blue,Thresh,Win,Ban,Rumble Day 2,C9,Ban,Ban
DK,Blue,Renekton,Win,Ban,Rumble Day 2,C9,Ban,Ban
DK,Blue,Lee Sin,Win,Ban,Rumble Day 2,C9,Ban,Ban
DK,Blue,Senna,Win,Pick,Rumble Day 2,C9,Adc,B
DK,Blue,Rumble,Win,Pick,Rumble Day 2,C9,Jungle,C
DK,Blue,Tahm Kench,Win,Pick,Rumble Day 2,C9,Support,B
DK,Blue,Orianna,Win,Ban,Rumble Day 2,C9,Ban,Ban
DK,Blue,Nocturne,Win,Ban,Rumble Day 2,C9,Ban,Ban
DK,Blue,Syndra,Win,Pick,Rumble Day 2,C9,Mid,C
DK,Blue,Sion,Win,Pick,Rumble Day 2,C9,Top,B
C9,Red,Gnar,Loss,Ban,Rumble Day 2,DK,Ban,Ban
C9,Red,Varus,Loss,Ban,Rumble Day 2,DK,Ban,Ban
C9,Red,Nautilus,Loss,Ban,Rumble Day 2,DK,Ban,Ban
C9,Red,Udyr,Loss,Pick,Rumble Day 2,DK,Jungle,B
C9,Red,Ashe,Loss,Pick,Rumble Day 2,DK,Adc,C
C9,Red,Lulu,Loss,Pick,Rumble Day 2,DK,Support,C
C9,Red,Viktor,Loss,Ban,Rumble Day 2,DK,Ban,Ban
C9,Red,Jayce,Loss,Ban,Rumble Day 2,DK,Ban,Ban
C9,Red,Lucian,Loss,Pick,Rumble Day 2,DK,Mid,B
C9,Red,Karma,Loss,Pick,Rumble Day 2,DK,Top,C
PGG,Blue,Lucian,Loss,Ban,Rumble Day 2,RNG,Ban,Ban
