Patch,Player,Team,Champion,Position,Tree,Secondary,Keystone,Rune1,Rune2,Rune3,Rune4,Rune5,Stat1,Stat2,Stat3,MH,Number,KeystoneReverse,Rune1Reverse,Rune2Reverse,Rune3Reverse,Rune4Reverse,Rune5Reverse,,,
11.9,Decoy,PGG,Alistar,Support,Resolve,Inspiration,Aftershock,Font of Life,Bone Plating,Unflinching,Hextech Flashtraption,Cosmic Insight,Scaling CDR,Armor,Magic Resist,Link,416,Grasp of the Undying,Demolish,Bone Plating,Overgrowth,Biscuit Delivery,Cosmic Insight,Attack Speed,Adaptive Force,Armor
11.9,Xiaobai,RNG,Gnar,Top,Resolve,Domination,Grasp of the Undying,Demolish,Bone Plating,Unflinching,Taste of Blood,Ravenous Hunter,Attack Speed,Adaptive Force,Armor,Link,415,Aftershock,Font of Life,Bone Plating,Unflinching,Perfect Timing,Biscuit Delivery,Adaptive Force,Armor,Magic Resist
11.9,Wei,RNG,Udyr,Jungle,Sorcery,Inspiration,Phase Rush,Nimbus Cloak,Celerity,Waterwalking,Biscuit Delivery,Cosmic Insight,Attack Speed,Adaptive Force,Magic Resist,Link,414,Conqueror,Overheal,Legend: Bloodline,Cut Down,Taste of Blood,Ravenous Hunter,Attack Speed,Adaptive Force,Magic Resist
11.9,Xiaohu,RNG,Ryze,Mid,Sorcery,Domination,Phase Rush,Manaflow Band,Transcendence,Gathering Storm,Taste of Blood,Ravenous Hunter,Adaptive Force,Adaptive Force,Magic Resist,Link,413,Conqueror,Presence of Mind,Legend: Tenacity,Last Stand,Biscuit Delivery,Cosmic Insight,Adaptive Force,Adaptive Force,Armor
11.9,GALA,RNG,Kaisa,ADC,Domination,Inspiration,Hail of Blades,Taste of Blood,Eyeball Collection,Ravenous Hunter,Magical Footwear,Biscuit Delivery,Attack Speed,Adaptive Force,Armor,Link,412,Phase Rush,Nimbus Cloak,Celerity,Waterwalking,Triumph,Legend: Tenacity,Attack Speed,Adaptive Force,Armor
11.9,Ming,RNG,Nautilus,Support,Resolve,Inspiration,Aftershock,Font of Life,Bone Plating,Unflinching,Minion Dematerializer,Perfect Timing,Attack Speed,Armor,Magic Resist,Link,411,Conqueror,Triumph,Legend: Tenacity,Last Stand,Second Wind,Overgrowth,Scaling CDR,Adaptive Force,Armor
11.9,Armut,MAD,LeeSin,Top,Precision,Resolve,Conqueror,Triumph,Legend: Tenacity,Last Stand,Bone Plating,Unflinching,Attack Speed,Adaptive Force,Armor,Link,410,Aftershock,Shield Bash,Bone Plating,Unflinching,Hextech Flashtraption,Cosmic Insight,Scaling CDR,Magic Resist,Armor
11.9,Elyoya,MAD,Olaf,Jungle,Precision,Inspiration,Conqueror,Triumph,Legend: Tenacity,Last Stand,Biscuit Delivery,Approach Velocity,Adaptive Force,Adaptive Force,Armor,Link,409,Hail of Blades,Taste of Blood,Zombie Ward,Ravenous Hunter,Overheal,Legend: Bloodline,Attack Speed,Adaptive Force,Armor
11.9,Humanoid,MAD,Zoe,Mid,Inspiration,Sorcery,Unsealed Spellbook,Perfect Timing,Minion Dematerializer,Cosmic Insight,Manaflow Band,Transcendence,Attack Speed,Adaptive Force,Magic Resist,Link,408,Conqueror,Triumph,Legend: Tenacity,Last Stand,Second Wind,Overgrowth,Adaptive Force,Adaptive Force,Magic Resist
11.9,Carzzy,MAD,Tristana,ADC,Domination,Precision,Hail of Blades,Taste of Blood,Zombie Ward,Ravenous Hunter,Cut Down,Legend: Alacrity,Attack Speed,Adaptive Force,Armor,Link,407,Predator,Cheap Shot,Eyeball Collection,Relentless Hunter,Absolute Focus,Gathering Storm,Attack Speed,Adaptive Force,Armor
11.9,Kaiser,MAD,Nautilus,Support,Resolve,Inspiration,Aftershock,Shield Bash,Bone Plating,Unflinching,Biscuit Delivery,Hextech Flashtraption,Attack Speed,Armor,Armor,Link,406,Arcane Comet,Manaflow Band,Transcendence,Gathering Storm,Biscuit Delivery,Cosmic Insight,Adaptive Force,Adaptive Force,Armor
11.9,StarScreen,IW,Urgot,Top,Precision,Resolve,Conqueror,Presence of Mind,Legend: Bloodline,Last Stand,Bone Plating,Shield Bash,Adaptive Force,Adaptive Force,Armor,Link,405,Aftershock,Font of Life,Bone Plating,Unflinching,Cosmic Insight,Biscuit Delivery,Scaling CDR,Armor,Armor
11.9,Ferret,IW,Volibear,Jungle,Precision,Sorcery,Press the Attack,Triumph,Legend: Tenacity,Coup de Grace,Nimbus Cloak,Waterwalking,Attack Speed,Adaptive Force,Armor,Link,404,Hail of Blades,Taste of Blood,Eyeball Collection,Ravenous Hunter,Magical Footwear,Biscuit Delivery,Attack Speed,Adaptive Force,Armor
11.9,Serin,IW,Orianna,Mid,Sorcery,Inspiration,Phase Rush,Manaflow Band,Transcendence,Scorch,Biscuit Delivery,Cosmic Insight,Attack Speed,Adaptive Force,Magic Resist,Link,403,Phase Rush,Manaflow Band,Transcendence,Gathering Storm,Biscuit Delivery,Cosmic Insight,Attack Speed,Adaptive Force,Armor
11.9,HolyPhoenix,IW,Kaisa,ADC,Domination,Inspiration,Hail of Blades,Taste of Blood,Eyeball Collection,Ravenous Hunter,Biscuit Delivery,Cosmic Insight,Attack Speed,Adaptive Force,Armor,Link,402,Phase Rush,Nimbus Cloak,Celerity,Waterwalking,Future's Market,Cosmic Insight,Attack Speed,Adaptive Force,Magic Resist
11.9,Farfetch,IW,Leona,Support,Resolve,Inspiration,Aftershock,Font of Life,Bone Plating,Unflinching,Hextech Flashtraption,Cosmic Insight,Scaling CDR,Magic Resist,Armor,Link,401,Press the Attack,Presence of Mind,Legend: Bloodline,Coup de Grace,Biscuit Delivery,Time Warp Tonic,Attack Speed,Adaptive Force,Magic Resist
11.9,Hanabi,PSG,Jayce,Top,Sorcery,Inspiration,Phase Rush,Manaflow Band,Absolute Focus,Gathering Storm,Biscuit Delivery,Magical Footwear,Adaptive Force,Adaptive Force,Armor,Link,400,Aftershock,Font of Life,Bone Plating,Unflinching,Biscuit Delivery,Hextech Flashtraption,Scaling CDR,Armor,Armor
11.9,River,PSG,Udyr,Jungle,Sorcery,Precision,Phase Rush,Nimbus Cloak,Celerity,Waterwalking,Triumph,Legend: Tenacity,Attack Speed,Adaptive Force,Magic Resist,Link,399,Hail of Blades,Taste of Blood,Zombie Ward,Ravenous Hunter,Magical Footwear,Biscuit Delivery,Attack Speed,Adaptive Force,Armor
11.9,Maple,PSG,Zoe,Mid,Domination,Inspiration,Electrocute,Taste of Blood,Eyeball Collection,Ravenous Hunter,Minion Dematerializer,Time Warp Tonic,Attack Speed,Adaptive Force,Magic Resist,Link,398,Conqueror,Presence of Mind,Legend: Tenacity,Last Stand,Biscuit Delivery,Cosmic Insight,Adaptive Force,Adaptive Force,Magic Resist
11.9,Doggo,PSG,Aphelios,ADC,Precision,Domination,Conqueror,Overheal,Legend: Bloodline,Cut Down,Taste of Blood,Ravenous Hunter,Attack Speed,Adaptive Force,Magic Resist,Link,397,Predator,Cheap Shot,Zombie Ward,Relentless Hunter,Absolute Focus,Gathering Storm,Attack Speed,Adaptive Force,Armor
11.9,Kaiwing,PSG,Thresh,Support,Resolve,Inspiration,Guardian,Font of Life,Bone Plating,Unflinching,Perfect Timing,Biscuit Delivery,Scaling CDR,Armor,Magic Resist,Link,396,Unsealed Spellbook,Magical Footwear,Biscuit Delivery,Approach Velocity,Second Wind,Overgrowth,Adaptive Force,Adaptive Force,Armor
11.9,Robo,PNG,Gnar,Top,Resolve,Domination,Grasp of the Undying,Demolish,Second Wind,Unflinching,Taste of Blood,Ravenous Hunter,Attack Speed,Adaptive Force,Armor,Link,395,Guardian,Font of Life,Bone Plating,Unflinching,Biscuit Delivery,Cosmic Insight,Scaling CDR,Armor,Magic Resist
11.9,CarioK,PNG,Lillia,Jungle,Sorcery,Domination,Phase Rush,Nimbus Cloak,Celerity,Waterwalking,Cheap Shot,Ravenous Hunter,Attack Speed,Adaptive Force,Armor,Link,394,Hail of Blades,Taste of Blood,Zombie Ward,Ravenous Hunter,Legend: Bloodline,Cut Down,Attack Speed,Adaptive Force,Magic Resist
11.9,tinowns,PNG,Leblanc,Mid,Domination,Inspiration,Electrocute,Taste of Blood,Eyeball Collection,Ravenous Hunter,Time Warp Tonic,Minion Dematerializer,Attack Speed,Adaptive Force,Magic Resist,Link,393,Fleet Footwork,Presence of Mind,Legend: Tenacity,Last Stand,Second Wind,Unflinching,Adaptive Force,Adaptive Force,Magic Resist
11.9,brTT,PNG,Kaisa,ADC,Domination,Inspiration,Hail of Blades,Taste of Blood,Eyeball Collection,Ravenous Hunter,Biscuit Delivery,Cosmic Insight,Attack Speed,Adaptive Force,Armor,Link,392,Phase Rush,Nimbus Cloak,Celerity,Waterwalking,Triumph,Legend: Tenacity,Attack Speed,Adaptive Force,Magic Resist
11.9,Luci,PNG,Nautilus,Support,Resolve,Inspiration,Aftershock,Font of Life,Bone Plating,Unflinching,Hextech Flashtraption,Minion Dematerializer,Attack Speed,Armor,Armor,Link,391,Grasp of the Undying,Demolish,Second Wind,Overgrowth,Taste of Blood,Ravenous Hunter,Attack Speed,Adaptive Force,Armor
11.9,StarScreen,IW,Gnar,Top,Resolve,Domination,Grasp of the Undying,Demolish,Second Wind,Unflinching,Taste of Blood,Ravenous Hunter,Attack Speed,Adaptive Force,Armor,Link,390,Aftershock,Font of Life,Bone Plating,Unflinching,Nimbus Cloak,Transcendence,Adaptive Force,Adaptive Force,Armor
11.9,Ferret,IW,Olaf,Jungle,Precision,Inspiration,Conqueror,Triumph,Legend: Alacrity,Last Stand,Cosmic Insight,Magical Footwear,Adaptive Force,Adaptive Force,Armor,Link,389,Hail of Blades,Taste of Blood,Zombie Ward,Ravenous Hunter,Presence of Mind,Legend: Bloodline,Attack Speed,Adaptive Force,Armor
11.9,Serin,IW,Orianna,Mid,Sorcery,Inspiration,Phase Rush,Manaflow Band,Transcendence,Scorch,Biscuit Delivery,Cosmic Insight,Attack Speed,Adaptive Force,Magic Resist,Link,388,Fleet Footwork,Presence of Mind,Legend: Tenacity,Last Stand,Second Wind,Overgrowth,Adaptive Force,Adaptive Force,Magic Resist
11.9,HolyPhoenix,IW,Kaisa,ADC,Domination,Inspiration,Hail of Blades,Taste of Blood,Eyeball Collection,Ravenous Hunter,Biscuit Delivery,Cosmic Insight,Attack Speed,Adaptive Force,Armor,Link,387,Phase Rush,Nimbus Cloak,Celerity,Waterwalking,Triumph,Legend: Alacrity,Attack Speed,Adaptive Force,Magic Resist
11.9,Farfetch,IW,Nautilus,Support,Resolve,Inspiration,Aftershock,Shield Bash,Bone Plating,Unflinching,Minion Dematerializer,Hextech Flashtraption,Attack Speed,Armor,Armor,Link,386,Press the Attack,Triumph,Legend: Tenacity,Last Stand,Second Wind,Overgrowth,Adaptive Force,Adaptive Force,Armor
11.9,Hanabi,PSG,Jayce,Top,Sorcery,Inspiration,Phase Rush,Manaflow Band,Absolute Focus,Gathering Storm,Biscuit Delivery,Magical Footwear,Adaptive Force,Adaptive Force,Armor,Link,385,Aftershock,Font of Life,Bone Plating,Unflinching,Biscuit Delivery,Hextech Flashtraption,Attack Speed,Magic Resist,Armor
11.9,River,PSG,Volibear,Jungle,Precision,Sorcery,Press the Attack,Triumph,Legend: Tenacity,Last Stand,Waterwalking,Nimbus Cloak,Attack Speed,Adaptive Force,Armor,Link,384,Press the Attack,Overheal,Legend: Alacrity,Cut Down,Ravenous Hunter,Taste of Blood,Attack Speed,Adaptive Force,Armor
11.9,Maple,PSG,Azir,Mid,Sorcery,Inspiration,Arcane Comet,Manaflow Band,Transcendence,Scorch,Biscuit Delivery,Cosmic Insight,Attack Speed,Adaptive Force,Magic Resist,Link,383,Phase Rush,Manaflow Band,Transcendence,Scorch,Biscuit Delivery,Cosmic Insight,Attack Speed,Adaptive Force,Magic Resist
11.9,Doggo,PSG,Tristana,ADC,Domination,Precision,Hail of Blades,Taste of Blood,Zombie Ward,Ravenous Hunter,Overheal,Legend: Bloodline,Attack Speed,Adaptive Force,Armor,Link,382,Dark Harvest,Cheap Shot,Zombie Ward,Ultimate Hunter,Nimbus Cloak,Transcendence,Scaling CDR,Adaptive Force,Magic Resist
11.9,Kaiwing,PSG,Leona,Support,Resolve,Inspiration,Aftershock,Font of Life,Bone Plating,Unflinching,Hextech Flashtraption,Biscuit Delivery,Scaling CDR,Armor,Magic Resist,Link,381,Grasp of the Undying,Demolish,Second Wind,Unflinching,Taste of Blood,Ravenous Hunter,Attack Speed,Adaptive Force,Armor
11.9,Robo,PNG,Renekton,Top,Precision,Resolve,Conqueror,Triumph,Legend: Tenacity,Last Stand,Second Wind,Unflinching,Adaptive Force,Adaptive Force,Armor,Link,380,Aftershock,Font of Life,Bone Plating,Unflinching,Perfect Timing,Time Warp Tonic,Attack Speed,Armor,Armor
11.9,CarioK,PNG,Morgana,Jungle,Domination,Sorcery,Predator,Cheap Shot,Eyeball Collection,Ravenous Hunter,Transcendence,Nimbus Cloak,Attack Speed,Adaptive Force,Armor,Link,379,Hail of Blades,Taste of Blood,Eyeball Collection,Ravenous Hunter,Magical Footwear,Biscuit Delivery,Attack Speed,Adaptive Force,Armor
11.9,tinowns,PNG,Syndra,Mid,Sorcery,Inspiration,Phase Rush,Manaflow Band,Transcendence,Scorch,Biscuit Delivery,Time Warp Tonic,Attack Speed,Adaptive Force,Armor,Link,378,Phase Rush,Manaflow Band,Transcendence,Gathering Storm,Biscuit Delivery,Time Warp Tonic,Attack Speed,Adaptive Force,Armor
11.9,brTT,PNG,Jhin,ADC,Precision,Inspiration,Fleet Footwork,Presence of Mind,Legend: Bloodline,Coup de Grace,Biscuit Delivery,Cosmic Insight,Attack Speed,Adaptive Force,Armor,Link,377,Conqueror,Triumph,Legend: Alacrity,Last Stand,Biscuit Delivery,Cosmic Insight,Adaptive Force,Adaptive Force,Armor
11.9,Luci,PNG,Alistar,Support,Sorcery,Inspiration,Phase Rush,Nimbus Cloak,Celerity,Waterwalking,Hextech Flashtraption,Cosmic Insight,Scaling CDR,Adaptive Force,Magic Resist,Link,376,Phase Rush,Manaflow Band,Transcendence,Gathering Storm,Biscuit Delivery,Cosmic Insight,Attack Speed,Adaptive Force,Armor
11.9,Armut,MAD,Gnar,Top,Resolve,Domination,Grasp of the Undying,Demolish,Bone Plating,Unflinching,Taste of Blood,Ravenous Hunter,Attack Speed,Adaptive Force,Armor,Link,375,Aftershock,Font of Life,Bone Plating,Unflinching,Time Warp Tonic,Hextech Flashtraption,Attack Speed,Adaptive Force,Armor
11.9,Elyoya,MAD,Rumble,Jungle,Domination,Sorcery,Dark Harvest,Cheap Shot,Eyeball Collection,Ultimate Hunter,Nimbus Cloak,Transcendence,Scaling CDR,Adaptive Force,Magic Resist,Link,374,Hail of Blades,Taste of Blood,Zombie Ward,Ravenous Hunter,Legend: Alacrity,Cut Down,Attack Speed,Adaptive Force,Magic Resist
11.9,Humanoid,MAD,Lucian,Mid,Precision,Inspiration,Press the Attack,Presence of Mind,Legend: Bloodline,Coup de Grace,Magical Footwear,Biscuit Delivery,Attack Speed,Adaptive Force,Magic Resist,Link,373,Press the Attack,Presence of Mind,Legend: Bloodline,Cut Down,Magical Footwear,Biscuit Delivery,Attack Speed,Adaptive Force,Magic Resist
11.9,Carzzy,MAD,Varus,ADC,Domination,Inspiration,Hail of Blades,Taste of Blood,Zombie Ward,Ultimate Hunter,Cosmic Insight,Biscuit Delivery,Attack Speed,Adaptive Force,Armor,Link,372,Phase Rush,Nimbus Cloak,Celerity,Waterwalking,Future's Market,Cosmic Insight,Attack Speed,Adaptive Force,Armor
11.9,Kaiser,MAD,TahmKench,Support,Resolve,Inspiration,Guardian,Font of Life,Second Wind,Unflinching,Approach Velocity,Biscuit Delivery,Attack Speed,Magic Resist,Armor,Link,371,Grasp of the Undying,Demolish,Second Wind,Overgrowth,Biscuit Delivery,Magical Footwear,Attack Speed,Magic Resist,Magic Resist
11.9,Robo,PNG,Sett,Top,Precision,Resolve,Conqueror,Triumph,Legend: Tenacity,Last Stand,Unflinching,Bone Plating,Attack Speed,Adaptive Force,Armor,Link,370,Aftershock,Font of Life,Bone Plating,Unflinching,Cosmic Insight,Minion Dematerializer,Attack Speed,Armor,Magic Resist
11.9,CarioK,PNG,Udyr,Jungle,Sorcery,Precision,Phase Rush,Nimbus Cloak,Celerity,Waterwalking,Triumph,Legend: Tenacity,Attack Speed,Adaptive Force,Armor,Link,369,Lethal Tempo,Overheal,Legend: Bloodline,Coup de Grace,Magical Footwear,Biscuit Delivery,Attack Speed,Adaptive Force,Armor
11.9,tinowns,PNG,Zoe,Mid,Inspiration,Sorcery,Unsealed Spellbook,Perfect Timing,Minion Dematerializer,Cosmic Insight,Nimbus Cloak,Transcendence,Attack Speed,Adaptive Force,Magic Resist,Link,368,Conqueror,Triumph,Legend: Tenacity,Last Stand,Second Wind,Unflinching,Attack Speed,Adaptive Force,Magic Resist
11.9,brTT,PNG,Jinx,ADC,Precision,Inspiration,Lethal Tempo,Presence of Mind,Legend: Bloodline,Cut Down,Biscuit Delivery,Cosmic Insight,Attack Speed,Adaptive Force,Armor,Link,367,Dark Harvest,Cheap Shot,Ghost Poro,Ultimate Hunter,Presence of Mind,Last Stand,Adaptive Force,Adaptive Force,Armor
11.9,Luci,PNG,Thresh,Support,Resolve,Inspiration,Aftershock,Font of Life,Bone Plating,Unflinching,Biscuit Delivery,Cosmic Insight,Scaling CDR,Armor,Magic Resist,Link,366,Phase Rush,Manaflow Band,Absolute Focus,Gathering Storm,Magical Footwear,Biscuit Delivery,Adaptive Force,Adaptive Force,Armor
11.9,StarScreen,IW,Renekton,Top,Precision,Resolve,Conqueror,Triumph,Legend: Tenacity,Last Stand,Bone Plating,Revitalize,Adaptive Force,Adaptive Force,Armor,Link,365,Aftershock,Font of Life,Bone Plating,Unflinching,Hextech Flashtraption,Minion Dematerializer,Scaling CDR,Armor,Armor
11.9,Ferret,IW,Volibear,Jungle,Precision,Sorcery,Press the Attack,Triumph,Legend: Tenacity,Coup de Grace,Nimbus Cloak,Waterwalking,Attack Speed,Adaptive Force,Magic Resist,Link,364,Hail of Blades,Taste of Blood,Eyeball Collection,Ravenous Hunter,Perfect Timing,Biscuit Delivery,Attack Speed,Adaptive Force,Armor
11.9,Serin,IW,Orianna,Mid,Sorcery,Inspiration,Phase Rush,Manaflow Band,Transcendence,Scorch,Biscuit Delivery,Cosmic Insight,Attack Speed,Adaptive Force,Magic Resist,Link,363,Phase Rush,Manaflow Band,Transcendence,Gathering Storm,Biscuit Delivery,Cosmic Insight,Attack Speed,Adaptive Force,Armor
11.9,HolyPhoenix,IW,Kalista,ADC,Domination,Precision,Hail of Blades,Taste of Blood,Eyeball Collection,Ravenous Hunter,Overheal,Legend: Alacrity,Attack Speed,Adaptive Force,Armor,Link,362,Conqueror,Triumph,Legend: Alacrity,Last Stand,Eyeball Collection,Sudden Impact,Adaptive Force,Adaptive Force,Armor
11.9,Farfetch,IW,Blitzcrank,Support,Resolve,Inspiration,Aftershock,Font of Life,Bone Plating,Unflinching,Hextech Flashtraption,Biscuit Delivery,Scaling CDR,Armor,Armor,Link,361,Grasp of the Undying,Demolish,Second Wind,Overgrowth,Taste of Blood,Ravenous Hunter,Attack Speed,Adaptive Force,Armor
11.9,Hanabi,PSG,Sion,Top,Inspiration,Resolve,Unsealed Spellbook,Magical Footwear,Biscuit Delivery,Approach Velocity,Second Wind,Overgrowth,Adaptive Force,Armor,Armor,Link,360,Guardian,Demolish,Bone Plating,Unflinching,Perfect Timing,Cosmic Insight,Adaptive Force,Magic Resist,Armor
11.9,River,PSG,Rumble,Jungle,Domination,Sorcery,Dark Harvest,Cheap Shot,Zombie Ward,Ultimate Hunter,Nimbus Cloak,Absolute Focus,Scaling CDR,Adaptive Force,Armor,Link,359,Lethal Tempo,Overheal,Legend: Alacrity,Coup de Grace,Taste of Blood,Ravenous Hunter,Attack Speed,Adaptive Force,Armor
11.9,Maple,PSG,Syndra,Mid,Sorcery,Inspiration,Phase Rush,Manaflow Band,Transcendence,Scorch,Biscuit Delivery,Cosmic Insight,Attack Speed,Adaptive Force,Armor,Link,358,Press the Attack,Presence of Mind,Legend: Bloodline,Coup de Grace,Biscuit Delivery,Time Warp Tonic,Attack Speed,Adaptive Force,Armor
11.9,Doggo,PSG,Tristana,ADC,Domination,Precision,Hail of Blades,Taste of Blood,Zombie Ward,Ravenous Hunter,Overheal,Legend: Bloodline,Attack Speed,Adaptive Force,Magic Resist,Link,357,Predator,Cheap Shot,Eyeball Collection,Ultimate Hunter,Nimbus Cloak,Transcendence,Scaling CDR,Adaptive Force,Magic Resist
11.9,Kaiwing,PSG,Leona,Support,Resolve,Inspiration,Aftershock,Font of Life,Bone Plating,Unflinching,Perfect Timing,Biscuit Delivery,Scaling CDR,Armor,Magic Resist,Link,356,Unsealed Spellbook,Magical Footwear,Future's Market,Cosmic Insight,Second Wind,Overgrowth,Adaptive Force,Adaptive Force,Magic Resist
11.9,Armut,MAD,Jayce,Top,Sorcery,Inspiration,Phase Rush,Manaflow Band,Absolute Focus,Gathering Storm,Biscuit Delivery,Time Warp Tonic,Adaptive Force,Adaptive Force,Armor,Link,355,Aftershock,Shield Bash,Bone Plating,Unflinching,Hextech Flashtraption,Cosmic Insight,Scaling CDR,Armor,Armor
11.9,Elyoya,MAD,Morgana,Jungle,Domination,Sorcery,Predator,Cheap Shot,Zombie Ward,Relentless Hunter,Absolute Focus,Gathering Storm,Attack Speed,Adaptive Force,Magic Resist,Link,354,Hail of Blades,Taste of Blood,Zombie Ward,Ravenous Hunter,Biscuit Delivery,Cosmic Insight,Attack Speed,Adaptive Force,Armor
11.9,Humanoid,MAD,Lucian,Mid,Precision,Inspiration,Press the Attack,Presence of Mind,Legend: Bloodline,Cut Down,Magical Footwear,Biscuit Delivery,Attack Speed,Adaptive Force,Magic Resist,Link,353,Phase Rush,Manaflow Band,Transcendence,Scorch,Cosmic Insight,Minion Dematerializer,Attack Speed,Adaptive Force,Armor
11.9,Carzzy,MAD,Kaisa,ADC,Domination,Inspiration,Hail of Blades,Taste of Blood,Zombie Ward,Ravenous Hunter,Cosmic Insight,Biscuit Delivery,Attack Speed,Adaptive Force,Armor,Link,352,Predator,Cheap Shot,Eyeball Collection,Ravenous Hunter,Absolute Focus,Waterwalking,Attack Speed,Adaptive Force,Magic Resist
11.9,Kaiser,MAD,Nautilus,Support,Resolve,Inspiration,Aftershock,Shield Bash,Bone Plating,Unflinching,Biscuit Delivery,Hextech Flashtraption,Attack Speed,Magic Resist,Armor,Link,351,Grasp of the Undying,Demolish,Bone Plating,Overgrowth,Manaflow Band,Transcendence,Adaptive Force,Adaptive Force,Armor
11.9,Fudge,C9,LeeSin,Top,Precision,Resolve,Conqueror,Triumph,Legend: Tenacity,Last Stand,Second Wind,Revitalize,Attack Speed,Adaptive Force,Armor,Link,350,Aftershock,Shield Bash,Bone Plating,Unflinching,Biscuit Delivery,Hextech Flashtraption,Attack Speed,Armor,Armor
11.9,Blaber,C9,Udyr,Jungle,Sorcery,Inspiration,Phase Rush,Nimbus Cloak,Celerity,Waterwalking,Future's Market,Cosmic Insight,Attack Speed,Adaptive Force,Magic Resist,Link,349,Hail of Blades,Taste of Blood,Zombie Ward,Ravenous Hunter,Magical Footwear,Biscuit Delivery,Attack Speed,Adaptive Force,Armor
11.9,Perkz,C9,Viktor,Mid,Sorcery,Inspiration,Phase Rush,Manaflow Band,Transcendence,Scorch,Biscuit Delivery,Cosmic Insight,Attack Speed,Adaptive Force,Magic Resist,Link,348,Conqueror,Triumph,Legend: Alacrity,Last Stand,Second Wind,Unflinching,Attack Speed,Adaptive Force,Magic Resist
11.9,Zven,C9,Tristana,ADC,Domination,Precision,Hail of Blades,Taste of Blood,Zombie Ward,Ravenous Hunter,Legend: Bloodline,Overheal,Attack Speed,Adaptive Force,Armor,Link,347,Conqueror,Triumph,Legend: Tenacity,Last Stand,Biscuit Delivery,Cosmic Insight,Attack Speed,Adaptive Force,Armor
11.9,Vulcan,C9,Alistar,Support,Resolve,Inspiration,Aftershock,Font of Life,Bone Plating,Overgrowth,Hextech Flashtraption,Cosmic Insight,Adaptive Force,Magic Resist,Armor,Link,346,Hail of Blades,Taste of Blood,Ghost Poro,Ravenous Hunter,Second Wind,Unflinching,Attack Speed,Adaptive Force,Armor
